marketTick;assetId;buyQuote;sellQuote;date;time
1;ADA-USD;1.2399316;1.2399316;2022-02-08 02:32:00;1644287655
1;XRP-USD;0.85978574;0.85978574;2022-02-08 02:32:00;1644287655
1;USDC-USD;0.9998064;0.9998064;2022-02-08 02:32:00;1644287655
1;DOT1-USD;24.87994;24.87994;2021-12-17 21:56:07;1644287655
1;HEX-USD;0.21309318;0.21309318;2022-02-08 02:32:00;1644287655
1;DOGE-USD;0.16398269;0.16398269;2022-02-08 02:32:00;1644287655
1;AVAX-USD;83.451126;83.451126;2022-02-08 02:32:00;1644287655
1;SHIB-USD;3.252165E-5;3.252165E-5;2022-02-08 02:32:00;1644287655
1;CRO-USD;0.49535212;0.49535212;2022-02-08 02:32:00;1644287655
1;LUNA1-USD;59.000008;59.000008;2022-02-08 02:32:00;1644287655
1;LTC-USD;137.86307;137.86307;2022-02-08 02:32:00;1644287655
1;UNI3-USD;14.699384;14.699384;2021-12-17 21:56:12;1644287655
1;MATIC-USD;2.0097804;2.0097804;2022-02-08 02:32:00;1644287655
1;LINK-USD;18.949118;18.949118;2022-02-08 02:32:00;1644287655
1;BCH-USD;348.24814;348.24814;2022-02-08 02:32:00;1644287655
1;ALGO-USD;1.0764662;1.0764662;2022-02-08 02:32:00;1644287655
1;MANA-USD;3.282507;3.282507;2022-02-08 02:32:00;1644287655
1;XLM-USD;0.24796715;0.24796715;2022-02-08 02:32:00;1644287655
1;EGLD-USD;177.91548;177.91548;2022-02-08 02:32:00;1644287655
1;AXS-USD;67.3751;67.3751;2022-02-08 02:32:00;1644287655
1;VET-USD;0.0675285;0.0675285;2022-02-08 02:32:00;1644287655
1;ICP1-USD;23.806871;23.806871;2021-12-17 21:56:09;1644287655
1;FIL-USD;25.05717;25.05717;2022-02-08 02:32:00;1644287655
1;FTT1-USD;37.491173;37.491173;2021-12-17 21:57:03;1644287655
1;TRX-USD;0.06904622;0.06904622;2022-02-08 02:32:00;1644287655
1;THETA-USD;3.5158913;3.5158913;2022-02-08 02:32:00;1644287655
1;DAI1-USD;0.9962985;0.9962985;2021-12-17 21:56:11;1644287655
1;SAND-USD;4.6350102;4.6350102;2022-02-08 02:32:00;1644287655
1;ETC-USD;32.420826;32.420826;2022-02-08 02:32:00;1644287655
1;ATOM1-USD;21.69372;21.69372;2021-12-17 21:56:10;1644287655
1;HBAR-USD;0.2618468;0.2618468;2022-02-08 02:32:00;1644287655
1;FTM-USD;2.3061526;2.3061526;2022-02-08 02:32:00;1644287655
1;HNT1-USD;33.9163;33.9163;2021-12-17 21:57:08;1644287655
1;GRT2-USD;0.59516865;0.59516865;2021-12-17 21:56:08;1644287655
1;XTZ-USD;4.2211156;4.2211156;2022-02-08 02:32:00;1644287655
